Discipline,Event
Wrestling,"≤60 kilograms, Greco-Roman, Boys"
Wrestling,"≤71 kilograms, Greco-Roman, Boys"
Wrestling,"≤92 kilograms, Greco-Roman, Boys"
Wrestling,"≤48 kilograms, Freestyle, Boys"
Wrestling,"≤55 kilograms, Freestyle, Boys"
Wrestling,"≤65 kilograms, Freestyle, Boys"
Wrestling,"≤80 kilograms, Freestyle, Boys"
Wrestling,"≤110 kilograms, Freestyle, Boys"
Wrestling,"≤43 kilograms, Freestyle, Girls"
Wrestling,"≤46 kilograms, Freestyle, Girls"
Wrestling,"≤52 kilograms, Freestyle, Girls"
Wrestling,"≤49 kilograms, Freestyle, Girls"
Wrestling,"≤60 kilograms, Freestyle, Girls"
Wrestling,"≤70 kilograms, Freestyle, Girls"
Wrestling,"≤57 kilograms, Freestyle, Girls"
Wrestling,"≤65 kilograms, Freestyle, Girls"
Wrestling,"≤73 kilograms, Freestyle, Girls"
Wrestling,"Light-Flyweight, Greco-Roman, Men  (discontinued)"
Wrestling,"Flyweight, Greco-Roman, Men  (discontinued)"
Wrestling,"Bantamweight, Greco-Roman, Men  (discontinued)"
Wrestling,"Lightweight, Greco-Roman, Men  (discontinued)"
Wrestling,"Middleweight A, Greco-Roman, Men  (discontinued)"
Wrestling,"Middleweight B, Greco-Roman, Men  (discontinued)"
Wrestling,"Unlimited Class, Greco-Roman, Men  (discontinued)"
Wrestling,"All-Around, Greco-Roman, Men  (discontinued)"
Wrestling,"Light-Flyweight, Freestyle, Men  (discontinued)"
Wrestling,"Wrestling and Somersault, Men  (discontinued)"
Wrestling,"Flyweight, Freestyle, Men  (discontinued)"
Wrestling,"Bantamweight, Freestyle, Men  (discontinued)"
Wrestling,"Lightweight, Freestyle, Men  (discontinued)"
Wushu (non-medal only),"Changquan, Men  (discontinued)"
Wushu (non-medal only),"Daoshu & Gunshu, Men  (discontinued)"
Wushu (non-medal only),"Nanquan & Nangun, Men  (discontinued)"
Wushu (non-medal only),"Jianshu & Qiangshu, Men  (discontinued)"
Wushu (non-medal only),"Taijiquan & Taijijuan, Men  (discontinued)"
Wushu (non-medal only),"Sanshou (≤56 kilograms), Men  (discontinued)"
Wushu (non-medal only),"Sanshou (≤70 kilograms), Men  (discontinued)"
Wushu (non-medal only),"Sanshou (≤85 kilograms), Men  (discontinued)"
Wushu (non-medal only),"Changquan, Women  (discontinued)"
Wushu (non-medal only),"Daoshu & Gunshu, Women  (discontinued)"
Wushu (non-medal only),"Nanquan & Nandao, Women  (discontinued)"
Wushu (non-medal only),"Jianshu & Qiangshu, Women  (discontinued)"
Wushu (non-medal only),"Taijiquan & Taijijuan, Women  (discontinued)"
Wushu (non-medal only),"Sanshou (≤52 kilograms), Women  (discontinued)"
Wushu (non-medal only),"Sanshou (≤60 kilograms), Women  (discontinued)"
